country	code	year	arrivals	rec_exports	rec_cusd	rec_ptransi	rec_traveli	transport	travel	comserexp	gni_pc	inflation	gdp_deflator
Europe & Central Asia	ECA	YR1996	61234849.824204000000	9.804970497469	25428645786.466800000000	.	24377621617.776600000000	33.670061069840	40.616431646373	50411703528.358200000000	2039.265686871480	38.899631149413	.
Europe & Central Asia	ECA	YR1997	69231575.114070700000	10.167738354620	27599969503.321800000000	.	26321227267.785800000000	33.187966122428	37.734834217923	57821129228.866300000000	2154.638457953680	16.135729979028	.
Europe & Central Asia	ECA	YR1998	65338480.940391800000	10.628463089758	27141767210.508700000000	.	25794865384.559100000000	31.192516261289	40.798327510267	61795230146.241700000000	2026.660808959460	11.539529735306	.
Europe & Central Asia	ECA	YR1999	62593130.930450400000	8.556818445715	20284635233.798200000000	.	18978552043.141100000000	35.774118435763	34.965976360989	48306850582.794600000000	1918.956409763370	18.169092275092	.
Europe & Central Asia	ECA	YR2000	69564554.742740900000	7.640614046440	22518289258.677600000000	.	21147943030.746500000000	36.604544908664	35.930815843745	55423153231.930200000000	2016.864188000660	20.047128724869	.
Europe & Central Asia	ECA	YR2001	72271221.522054100000	8.466704635753	25736072865.484900000000	.	23159574117.415500000000	39.793741108326	35.110896636570	53169182684.844600000000	1957.813380563700	9.947186151102	.
Europe & Central Asia	ECA	YR2002	78156249.875744900000	8.601604359283	29074678257.271700000000	.	26110930198.370300000000	39.786376713971	34.241041102581	57355526096.981100000000	2118.291804386320	5.121841898910	.
Europe & Central Asia	ECA	YR2003	81341994.418374700000	7.604662971599	32182210182.775400000000	.	28738854323.606700000000	37.886100147759	34.206133311319	68727444943.194400000000	2477.930865580890	8.220602864018	.
Europe & Central Asia	ECA	YR2004	91518962.917097200000	7.393459028560	41863129720.079900000000	.	37631460440.123700000000	36.585451885662	35.289524311425	87421798917.333300000000	3171.862165446910	7.976538351404	.
Europe & Central Asia	ECA	YR2005	98188539.353451700000	7.053676718207	49331297067.885700000000	.	42653944897.942800000000	36.180483524322	32.944715109136	104573580448.899000000000	4010.022589683270	7.927173657816	.
Europe & Central Asia	ECA	YR2006	101588374.124187000000	6.251404431778	53544730173.638200000000	.	45991253649.520000000000	34.758588295126	32.288615480905	122353294765.845000000000	4892.218063223720	9.878475849331	.
Europe & Central Asia	ECA	YR2007	112670067.217736000000	6.279601767914	66848851827.892700000000	.	56170992894.730300000000	33.294283139985	32.034148167887	154964086446.919000000000	6030.114635575310	10.825095161158	.
Europe & Central Asia	ECA	YR2008	.	.	.	.	.	32.605765528035	30.564777559658	195618994597.912000000000	7418.111870138430	11.364143564862	.
Euro area	EMU	YR1960	.	.	.	.	.	.	.	.	.	.	.
Euro area	EMU	YR1961	.	.	.	.	.	.	.	.	.	2.653037071228	.
Euro area	EMU	YR1962	.	.	.	.	.	.	.	.	.	3.934307932854	.
Euro area	EMU	YR1963	.	.	.	.	.	.	.	.	.	3.412110924721	.
Euro area	EMU	YR1964	.	.	.	.	.	.	.	.	.	5.238369226456	.
Euro area	EMU	YR1965	.	.	.	.	.	.	.	.	.	4.102029323578	.
Euro area	EMU	YR1966	.	.	.	.	.	.	.	.	.	4.264103651047	.
Euro area	EMU	YR1967	.	.	.	.	.	.	.	.	.	3.217659115791	.
Euro area	EMU	YR1968	.	.	.	.	.	.	.	.	.	3.517353057861	.
Euro area	EMU	YR1969	.	.	.	.	.	.	.	.	.	5.213126182556	.
Euro area	EMU	YR1970	.	.	.	.	.	.	.	.	.	.	.
Euro area	EMU	YR1971	.	.	.	.	.	.	.	.	.	6.206056730736	.
Euro area	EMU	YR1972	.	.	.	.	.	.	.	.	2669.765213099090	6.866993776199	.
Euro area	EMU	YR1973	.	.	.	.	.	.	.	.	3234.302532037910	9.464919544435	.
Euro area	EMU	YR1974	.	.	.	.	.	.	.	.	3846.528185465980	12.561921819921	.
Euro area	EMU	YR1975	.	.	.	.	.	26.315040543797	30.578009082171	64117101267.565200000000	4421.775306634210	13.121141587237	.
Euro area	EMU	YR1976	.	.	.	.	.	31.534852354381	27.630005544728	71512034360.498500000000	5027.582121548340	11.512084844494	.
Euro area	EMU	YR1977	.	.	.	.	.	31.339614909771	29.110065822864	86037191894.472300000000	5614.883363216270	8.851951234370	.
Euro area	EMU	YR1978	.	.	.	.	.	29.652894914906	29.471702686689	108464509526.904000000000	6262.044950859600	8.406121219601	.
Euro area	EMU	YR1979	.	.	.	.	.	31.044512733727	29.178239841510	131122641146.312000000000	7438.894831747060	9.267800054867	.
Euro area	EMU	YR1980	.	.	.	.	.	31.648870076934	28.937044022467	154839977266.452000000000	8727.868560132070	11.826454749437	.
Euro area	EMU	YR1981	.	.	.	.	.	32.018478845256	27.399363189131	144227534467.981000000000	9030.771353700270	11.529453174003	.
Euro area	EMU	YR1982	.	.	.	.	.	31.110664295667	27.653282708536	139023703086.017000000000	8761.955618354240	10.581612140235	.
Euro area	EMU	YR1983	.	.	.	.	.	30.312937114147	28.672342043294	133332439451.371000000000	8245.540796929230	7.536390426657	.
Euro area	EMU	YR1984	.	.	.	.	.	30.952764822679	29.148512555512	132252997079.968000000000	8040.573609950140	6.828227796677	.
Euro area	EMU	YR1985	.	.	.	.	.	30.460755661009	29.497197412371	138325934362.956000000000	7954.910772299190	5.185900413320	.
Euro area	EMU	YR1986	.	.	.	.	.	28.854415943038	30.490420280005	173786575927.997000000000	8766.765612600640	4.150669097900	.
Euro area	EMU	YR1987	.	.	.	.	.	28.056775769244	31.255962075332	211091066204.127000000000	10515.770702619400	2.779872633587	.
Euro area	EMU	YR1988	.	.	.	.	.	29.296513342532	31.757540244880	227934512412.568000000000	13381.398344198500	3.073353382613	.
Euro area	EMU	YR1989	.	.	.	.	.	28.481299079703	30.937338527266	244418048735.036000000000	14986.387372768200	4.751743793488	.
Euro area	EMU	YR1990	.	.	.	.	.	27.092056438552	30.373236365387	316527194594.213000000000	16574.711400126500	3.396634534317	.
Euro area	EMU	YR1991	.	.	.	.	.	26.585494787245	30.911044346411	329242980794.170000000000	17947.430611687400	3.557920485793	.
Euro area	EMU	YR1992	.	.	.	.	.	25.535218274889	31.022582652016	378665550872.740000000000	20084.518169770500	4.064672307831	.
Euro area	EMU	YR1993	.	.	.	.	.	25.272097598057	30.677327082979	359893548122.152000000000	20367.752761360400	4.265232439502	.
Euro area	EMU	YR1994	.	.	.	.	.	25.612472280527	31.320819878572	373021860543.228000000000	21219.448481983000	3.486926328778	.
Euro area	EMU	YR1995	202532567.046785000000	7.771179294770	164022792733.263000000000	26677692808.170400000000	142956000000.000000000000	25.645016652603	31.454747590804	422579805496.747000000000	22368.268650757400	4.092103019736	.
Euro area	EMU	YR1996	208399059.697351000000	7.832161157956	169075329605.669000000000	29371874871.796700000000	145881000000.000000000000	25.094149907792	30.461196687284	437865345066.414000000000	23629.466294806600	2.276716083613	.
Euro area	EMU	YR1997	221300286.207345000000	7.559903368949	161328000000.000000000000	30515559888.308500000000	141112000000.000000000000	24.836230856345	30.079203313628	434523629001.141000000000	23611.515967968500	2.411212813256	.
Euro area	EMU	YR1998	233274000.000000000000	7.371834764137	171707000000.000000000000	31306796332.942100000000	151607000000.000000000000	24.533692346000	29.291305897715	464357832736.860000000000	22545.645711750100	2.551710182478	.
Euro area	EMU	YR1999	244952000.000000000000	7.917917365001	178103000000.000000000000	30850433580.427100000000	157461000000.000000000000	23.608059516678	30.700544735452	462372246288.983000000000	22136.668621884700	2.487779451353	.
Euro area	EMU	YR2000	259649000.000000000000	7.835153883703	179548000000.000000000000	27997343874.728200000000	154425000000.000000000000	23.080334746869	30.308153681932	470587395698.056000000000	21921.108115559700	3.213631069299	.
Euro area	EMU	YR2001	257877000.000000000000	7.692868174132	179421000000.000000000000	26226000000.000000000000	153195000000.000000000000	22.264268419681	28.729915404077	489275184362.447000000000	20947.340756010100	3.147848293480	.
Euro area	EMU	YR2002	262350000.000000000000	7.694580703690	191264000000.000000000000	27691000000.000000000000	163432000000.000000000000	22.363317653300	28.563404838707	518561429950.490000000000	20419.102574250000	3.237986543848	.
Euro area	EMU	YR2003	260952000.000000000000	7.501537782728	224763000000.000000000000	31638897671.744800000000	192963000000.000000000000	21.201866966763	28.332816246272	622074931306.341000000000	23030.404824074300	3.035820031437	.
Euro area	EMU	YR2004	261516000.000000000000	7.330679961025	261765000000.000000000000	37797538444.955400000000	223775000000.000000000000	22.473055242243	28.064152044874	743215983920.695000000000	27936.894890879700	2.240751675445	.
Euro area	EMU	YR2005	270020000.000000000000	7.054731141328	271196000000.000000000000	41524239600.426000000000	229713000000.000000000000	22.334052517497	26.438961283329	816725194582.957000000000	31940.476944950400	2.362604449926	.
Euro area	EMU	YR2006	286024000.000000000000	6.739215123202	291118000000.000000000000	43352054886.455900000000	247809000000.000000000000	22.543591972315	26.005820042965	908081065148.031000000000	33816.777669517300	2.400452545065	.
Euro area	EMU	YR2007	297434841.642682000000	6.453106800190	329568000000.000000000000	49221884479.708500000000	280395000000.000000000000	23.016394491804	24.976166372781	1089693900977.580000000000	35825.493381768700	2.380096521536	.
Euro area	EMU	YR2008	.	.	.	.	.	23.713807540294	24.307001209695	1214974045378.420000000000	38821.012052654000	2.850802556106	.
Faeroe Islands	FRO	YR1960	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1961	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1962	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1963	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1964	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1965	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1966	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1967	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1968	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1969	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1970	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1971	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1972	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1973	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1974	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1975	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1976	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1977	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1978	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1979	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1980	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1981	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1982	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1983	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1984	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1985	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1986	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1987	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1988	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1989	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1990	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1991	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1992	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1993	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1994	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1995	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1996	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1997	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR1998	.	.	.	.	.	33.751470011760	46.354370834967	51020000.000000000000	.	.	.
Faeroe Islands	FRO	YR1999	.	.	.	.	.	34.738738738739	43.189189189189	55500000.000000000000	.	.	.
Faeroe Islands	FRO	YR2000	.	.	.	.	.	34.198331788693	39.054680259500	53950000.000000000000	.	.	.
Faeroe Islands	FRO	YR2001	.	.	.	.	.	39.190140845070	38.380281690141	56800000.000000000000	.	.	.
Faeroe Islands	FRO	YR2002	.	.	.	.	.	36.117349803481	33.562605277934	71240000.000000000000	.	.	.
Faeroe Islands	FRO	YR2003	.	.	.	.	.	44.312459651388	39.974176888315	77450000.000000000000	.	.	.
Faeroe Islands	FRO	YR2004	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR2005	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR2006	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR2007	.	.	.	.	.	.	.	.	.	.	.
Faeroe Islands	FRO	YR2008	.	.	.	.	.	.	.	.	.	.	.
Fiji	FJI	YR1960	.	.	.	.	.	.	.	.	.	.	11.170221328735
Fiji	FJI	YR1961	.	.	.	.	.	.	.	.	.	0.608972966671	11.238245010376
Fiji	FJI	YR1962	.	.	.	.	.	.	.	.	280.000000000000	1.402524352074	11.395863533020
Fiji	FJI	YR1963	.	.	.	.	.	.	.	.	290.000000000000	-0.969266176224	11.285407066345
Fiji	FJI	YR1964	.	.	.	.	.	.	.	.	300.000000000000	3.140742063522	11.639852523804
Fiji	FJI	YR1965	.	.	.	.	.	.	.	.	290.000000000000	7.950934696507	12.565330496482
Fiji	FJI	YR1966	.	.	.	.	.	.	.	.	300.000000000000	2.482876712329	12.877312161206
Fiji	FJI	YR1967	.	.	.	.	.	.	.	.	330.000000000000	-3.598219931266	12.413958148410
Fiji	FJI	YR1968	.	.	.	.	.	.	.	.	340.000000000000	3.291135070178	12.822518278630
Fiji	FJI	YR1969	.	.	.	.	.	.	.	.	330.000000000000	6.494226482723	13.655241656432
Fiji	FJI	YR1970	.	.	.	.	.	.	.	.	380.000000000000	6.831294554253	14.588071436078
Fiji	FJI	YR1971	.	.	.	.	.	.	.	.	420.000000000000	3.359259176962	15.078122564537
Fiji	FJI	YR1972	.	.	.	.	.	.	.	.	490.000000000000	14.725371479080	17.298432124235
Fiji	FJI	YR1973	.	.	.	.	.	.	.	.	630.000000000000	15.997449653073	20.065740094081
Fiji	FJI	YR1974	.	.	.	.	.	.	.	.	770.000000000000	29.645712037348	26.014371620535
Fiji	FJI	YR1975	.	.	.	.	.	.	.	.	920.000000000000	24.318657515706	32.340717559796
Fiji	FJI	YR1976	.	.	.	.	.	.	.	.	1090.000000000000	7.911445103157	34.899335675506
Fiji	FJI	YR1977	.	.	.	.	.	.	.	.	1210.000000000000	-0.032029321960	34.888157654921
Fiji	FJI	YR1978	.	.	.	.	.	.	.	.	1260.000000000000	4.431881064085	36.434359307637
Fiji	FJI	YR1979	.	.	.	.	.	12.793635285086	72.545188080118	171452177.653187000000	1460.000000000000	8.141349607898	39.400607876270
Fiji	FJI	YR1980	.	.	.	.	.	20.126417930846	74.825748257483	178907483.590050000000	1600.000000000000	17.311705614457	46.221525122116
Fiji	FJI	YR1981	.	.	.	.	.	19.987636003956	75.426557863501	189275647.802058000000	1810.000000000000	0.978210058155	46.673668729893
Fiji	FJI	YR1982	.	.	.	.	.	20.757717492984	74.056750857499	206359885.626976000000	1730.000000000000	12.108566890554	52.325181128328
Fiji	FJI	YR1983	.	.	.	.	.	20.913364674278	60.832773673606	219612128.587018000000	1610.000000000000	6.826345474219	55.897078762159
Fiji	FJI	YR1984	.	.	.	.	.	22.770305676856	71.048034934498	211528454.847812000000	1700.000000000000	3.007499719021	57.578183248872
Fiji	FJI	YR1985	.	.	.	.	.	15.951843491347	63.732129420617	230418308.716329000000	1600.000000000000	8.223477893381	62.313112419753
Fiji	FJI	YR1986	.	.	.	.	.	17.190115583898	73.893981666003	221473710.863192000000	1730.000000000000	3.043471636302	64.209594321945
Fiji	FJI	YR1987	.	.	.	.	.	21.177634834241	72.340425531915	162478310.096943000000	1620.000000000000	7.340009204113	68.922584455099
Fiji	FJI	YR1988	.	.	.	.	.	22.926829268293	65.679442508711	200663050.381341000000	1610.000000000000	7.328014535709	73.973241462355
Fiji	FJI	YR1989	.	.	.	.	.	31.370117792932	55.920644761314	326224719.101124000000	1660.000000000000	2.848296668443	76.080218834466
Fiji	FJI	YR1990	.	.	.	.	.	34.229872691411	53.236507082661	376593194.492119000000	1710.000000000000	6.679472111309	81.161975833737
Fiji	FJI	YR1991	.	.	.	.	.	33.522425101932	51.001595461798	382296182.968132000000	1730.000000000000	5.993127575861	86.026116588543
Fiji	FJI	YR1992	.	.	.	.	.	33.472803347280	52.961055680721	413442308.641270000000	1920.000000000000	6.265133423368	91.415767571758
Fiji	FJI	YR1993	.	.	.	.	.	32.746374667061	51.997632435632	438325955.473399000000	2070.000000000000	7.236737073793	98.031286314916
Fiji	FJI	YR1994	.	.	.	.	.	30.518663497833	55.375366978890	488551182.446854000000	2250.000000000000	0.841610862095	98.856328268794
Fiji	FJI	YR1995	318000.000000000000	34.048750082016	369000000.000000000000	78000000.000000000000	291000000.000000000000	32.510511325105	55.472670554727	524271154.301967000000	2480.000000000000	1.156902902662	100.000000000000
Fiji	FJI	YR1996	340000.000000000000	29.110555216596	374000000.000000000000	76000000.000000000000	298000000.000000000000	29.927007299270	52.554744525548	566236727.713247000000	2690.000000000000	2.895991849866	102.895991849866
Fiji	FJI	YR1997	359000.000000000000	32.070588743094	386000000.000000000000	69000000.000000000000	317000000.000000000000	26.717643090071	51.456201506803	615997367.828632000000	2620.000000000000	3.450612265011	106.446533564842
Fiji	FJI	YR1998	371000.000000000000	33.149370950324	309000000.000000000000	61000000.000000000000	248000000.000000000000	28.458666666667	52.512000000000	471860346.114807000000	2330.000000000000	7.487580901817	114.416803882690
Fiji	FJI	YR1999	410000.000000000000	34.341889987580	365000000.000000000000	85000000.000000000000	280000000.000000000000	30.744466800805	55.422535211268	504664593.513994000000	2390.000000000000	6.811092605466	122.209838351354
Fiji	FJI	YR2000	294000.000000000000	29.372427859010	285000000.000000000000	101000000.000000000000	184000000.000000000000	32.036883792410	46.175670883083	397392683.070057000000	2270.000000000000	-4.666524070520	116.506886828145
Fiji	FJI	YR2001	348000.000000000000	33.917471433393	309000000.000000000000	111000000.000000000000	198000000.000000000000	35.715095837587	51.105818305546	387280973.070714000000	2170.000000000000	3.361065269358	120.422759337736
Fiji	FJI	YR2002	398000.000000000000	38.414619793598	379000000.000000000000	124000000.000000000000	255000000.000000000000	31.630309988519	53.453884424034	477937534.009380000000	2180.000000000000	3.319015835095	124.419609789214
Fiji	FJI	YR2003	431000.000000000000	37.887656013441	490000000.000000000000	150000000.000000000000	340000000.000000000000	31.371134949968	58.189849454611	585143405.029499000000	2430.000000000000	7.873830346649	134.216198781980
Fiji	FJI	YR2004	504000.000000000000	43.624482911449	585000000.000000000000	165000000.000000000000	420000000.000000000000	29.081323999654	62.855414398064	667667664.637514000000	3030.000000000000	2.239113014754	137.221451156815
Fiji	FJI	YR2005	550000.000000000000	44.846990976854	676000000.000000000000	237000000.000000000000	439000000.000000000000	36.794852611103	55.499027382912	790396499.216462000000	3560.000000000000	5.255346736344	144.432914211749
Fiji	FJI	YR2006	545000.000000000000	42.826820881781	636000000.000000000000	203000000.000000000000	433000000.000000000000	33.645589383294	58.563622170180	739926074.232344000000	3670.000000000000	5.643831725190	152.584464845648
Fiji	FJI	YR2007	539000.000000000000	.	.	.	.	.	.	.	3690.000000000000	6.140853378007	161.954453109435
Fiji	FJI	YR2008	.	.	.	.	.	.	.	.	3930.000000000000	5.053051791155	170.138095503136
Finland	FIN	YR1960	.	.	.	.	.	.	.	.	.	.	8.004411697388
Finland	FIN	YR1961	.	.	.	.	.	.	.	.	.	5.341784954071	8.431990623474
Finland	FIN	YR1962	.	.	.	.	.	.	.	.	1370.000000000000	3.973941802979	8.767072677612
Finland	FIN	YR1963	.	.	.	.	.	.	.	.	1470.000000000000	5.146612167358	9.218279838562
Finland	FIN	YR1964	.	.	.	.	.	.	.	.	1620.000000000000	7.175766944885	9.879761695862
Finland	FIN	YR1965	.	.	.	.	.	.	.	.	1810.000000000000	5.023289203644	10.376050949097
Finland	FIN	YR1966	.	.	.	.	.	.	.	.	1970.000000000000	4.723837375641	10.866198539734
Finland	FIN	YR1967	.	.	.	.	.	.	.	.	2060.000000000000	7.362074375153	11.666176795960
Finland	FIN	YR1968	.	.	.	.	.	.	.	.	2080.000000000000	12.063760757446	13.073555946350
Finland	FIN	YR1969	.	.	.	.	.	.	.	.	2270.000000000000	4.150334358215	13.616152763367
Finland	FIN	YR1970	.	.	.	.	.	.	.	.	.	.	14.140181839230
Finland	FIN	YR1971	.	.	.	.	.	.	.	.	.	7.364478623592	15.181532508117
Finland	FIN	YR1972	.	.	.	.	.	.	.	.	2860.000000000000	8.243149822586	16.432968978126
Finland	FIN	YR1973	.	.	.	.	.	.	.	.	3420.000000000000	13.772507653046	18.696200888261
Finland	FIN	YR1974	.	.	.	.	.	.	.	.	4140.000000000000	22.071612389241	22.822753879832
Finland	FIN	YR1975	.	.	.	.	.	30.176756316106	30.675267853636	1072225243.504640000000	5090.000000000000	13.567697424103	25.919276070095
Finland	FIN	YR1976	.	.	.	.	.	32.287447121173	27.809908782971	1213380894.985850000000	5920.000000000000	13.158473072429	29.329857032347
Finland	FIN	YR1977	.	.	.	.	.	33.056196765174	26.456767228171	1417267865.701080000000	6500.000000000000	9.664453320142	32.164427374102
Finland	FIN	YR1978	.	.	.	.	.	32.342910045372	24.156450202256	1821826250.897780000000	7060.000000000000	7.653534323408	34.626142863107
Finland	FIN	YR1979	.	.	.	.	.	38.997034303259	25.194160557025	2204661375.969660000000	8150.000000000000	8.433036880640	37.546178261096
Finland	FIN	YR1980	.	.	.	.	.	35.811607081094	25.569836141198	2676214097.448750000000	9490.000000000000	9.824748026564	41.234995668853
Finland	FIN	YR1981	.	.	.	.	.	34.439309915128	23.968365197225	2862846235.204980000000	10350.000000000000	11.616300756882	46.024976782834
Finland	FIN	YR1982	.	.	.	.	.	33.132105082129	21.734846099072	2676589643.148610000000	10870.000000000000	9.184287627715	50.252043031158
Finland	FIN	YR1983	.	.	.	.	.	35.849723782258	19.902295608978	2489351918.228820000000	10670.000000000000	8.251957414747	54.398820222130
Finland	FIN	YR1984	.	.	.	.	.	40.733607615455	20.452901258472	2389024383.751090000000	10660.000000000000	8.572471547527	59.062143607862
Finland	FIN	YR1985	.	.	.	.	.	37.896395880354	21.615449447407	2377666899.986880000000	10860.000000000000	5.392750701538	62.247217771619
Finland	FIN	YR1986	.	.	.	.	.	37.834870368530	23.912283218468	2557513639.931790000000	12140.000000000000	4.838036252124	65.258760733349
Finland	FIN	YR1987	.	.	.	.	.	37.352214984609	25.141850789144	3279958979.490340000000	14450.000000000000	4.290664735973	68.058795367267
Finland	FIN	YR1988	.	.	.	.	.	37.233411938097	26.236067380916	3750983624.172120000000	18380.000000000000	7.818517370395	73.379984105139
Finland	FIN	YR1989	.	.	.	.	.	37.463257019764	25.657128315806	3957013394.436610000000	21570.000000000000	6.224974303250	77.947869259413
Finland	FIN	YR1990	.	.	.	.	.	38.442185457041	25.839139580387	4561976156.857970000000	23860.000000000000	5.771170398379	82.446373616279
Finland	FIN	YR1991	.	.	.	.	.	33.014768089809	29.631598137728	4020962572.374170000000	23270.000000000000	1.847899168667	83.969899468929
Finland	FIN	YR1992	.	.	.	.	.	29.806215849978	29.132770025143	4559790652.644080000000	22520.000000000000	0.659335640267	84.523542943224
Finland	FIN	YR1993	.	.	.	.	.	30.833030052203	27.733623771501	4330655787.137990000000	19810.000000000000	2.001889576097	86.215610938752
Finland	FIN	YR1994	.	.	.	.	.	29.723366026381	25.206248407919	5415049348.377110000000	19590.000000000000	1.354998380014	87.383831070292
Finland	FIN	YR1995	.	4.967410859132	2383000000.000000000000	743000000.000000000000	1640000000.000000000000	28.127782610955	22.367321466252	7334313532.604900000000	21340.000000000000	4.755645916734	91.539496664472
Finland	FIN	YR1996	.	5.031969331057	2408000000.000000000000	772000000.000000000000	1636000000.000000000000	26.876850866542	23.172359337286	7059816495.754900000000	24160.000000000000	-0.200751877405	91.355729406351
Finland	FIN	YR1997	.	4.934246317070	2358000000.000000000000	719000000.000000000000	1639000000.000000000000	26.283237935881	24.948795881237	6568706014.577180000000	25820.000000000000	2.205119980329	93.370232848666
Finland	FIN	YR1998	2644000.000000000000	4.733346909527	2371000000.000000000000	741000000.000000000000	1630000000.000000000000	30.988823333368	24.586823491439	6631501541.951550000000	24940.000000000000	3.447935456519	96.589578212890
Finland	FIN	YR1999	2454000.000000000000	4.609874180969	2236000000.000000000000	715000000.000000000000	1521000000.000000000000	27.623470821452	23.557824880658	6456779060.889270000000	25080.000000000000	0.889963515870	97.449190219117
Finland	FIN	YR2000	2714000.000000000000	3.808639432259	2035000000.000000000000	629000000.000000000000	1406000000.000000000000	21.865548092620	18.326770703744	7669348942.526370000000	25470.000000000000	2.617579248373	100.000000000000
Finland	FIN	YR2001	2826000.000000000000	3.957080940858	2065000000.000000000000	628000000.000000000000	1437000000.000000000000	17.106997721257	15.713493866225	9148041870.739740000000	24900.000000000000	3.026686996811	103.026686996811
Finland	FIN	YR2002	2875000.000000000000	4.043121366318	2236000000.000000000000	658000000.000000000000	1578000000.000000000000	15.934185059076	15.240779388592	10350475470.931000000000	24740.000000000000	1.272112391579	104.337302248730
Finland	FIN	YR2003	2601000.000000000000	4.170723634098	2678000000.000000000000	808000000.000000000000	1870000000.000000000000	17.568011420607	16.422628265263	11383459787.822500000000	27510.000000000000	-0.403483025382	103.916318945015
Finland	FIN	YR2004	2840000.000000000000	3.898742471198	2975000000.000000000000	908000000.000000000000	2067000000.000000000000	15.932714739467	13.720664062436	15064489818.450100000000	33910.000000000000	0.638785411330	104.580121230427
Finland	FIN	YR2005	3140000.000000000000	3.722990728775	3070000000.000000000000	890000000.000000000000	2180000000.000000000000	14.440888537823	12.903776579495	16897920128.669900000000	38550.000000000000	0.423510639158	105.023029170282
Finland	FIN	YR2006	3375000.000000000000	3.690887513837	3509000000.000000000000	1129000000.000000000000	2380000000.000000000000	15.831126486780	13.667663969729	17414333133.906200000000	41360.000000000000	1.254628227388	106.340677739510
Finland	FIN	YR2007	3519000.000000000000	3.430807162571	3890000000.000000000000	1068000000.000000000000	2822000000.000000000000	14.141381600633	12.301208043969	23066342937.278500000000	44310.000000000000	2.505184153260	109.004707546710
Finland	FIN	YR2008	.	.	.	.	.	.	.	.	48120.000000000000	2.676864244742	111.922615588113
France	FRA	YR1960	.	.	.	.	.	.	.	.	.	.	12.458000183106
France	FRA	YR1961	.	.	.	.	.	.	.	.	.	3.397069931030	12.881207466126
France	FRA	YR1962	.	.	.	.	.	.	.	.	1570.000000000000	4.672837734222	13.483124732971
France	FRA	YR1963	.	.	.	.	.	.	.	.	1700.000000000000	6.414253234863	14.347967147827
France	FRA	YR1964	.	.	.	.	.	.	.	.	1880.000000000000	4.146904468536	14.942963600159
France	FRA	YR1965	.	.	.	.	.	.	.	.	2050.000000000000	2.734585285187	15.351591110230
France	FRA	YR1966	.	.	.	.	.	.	.	.	2230.000000000000	2.893578767776	15.795802116394
France	FRA	YR1967	.	.	.	.	.	.	.	.	2380.000000000000	3.181564807892	16.298355102539
France	FRA	YR1968	.	.	.	.	.	.	.	.	2580.000000000000	4.249452114105	16.990945816040
